قيمة - ريال;الوزن الصافي بالكيلو;رمز التعرفة 4 خانات ;السنة;الربع ;الدولة
4,000;200;2102;2,024;Q1-2024;باكستان
124,736;11,161;2202;2,024;Q1-2024;هولندا
1,572,170;2,038,831;6904;2,024;Q1-2024;سوريا
11,496;14,667;2007;2,024;Q1-2024;ماليزيا
144,541;5,160;7323;2,024;Q1-2024;أمريكا
379,020;2,586;8425;2,024;Q1-2024;سنغافوره
292,609;67,380;7323;2,024;Q1-2024;الأردن
252,661;112,500;6807;2,024;Q1-2024;ماليزيا
170;2;6116;2,024;Q1-2024;قطر
2,175,000;4,000;1703;2,024;Q1-2024;إيطاليا
9,338;41,500;4012;2,024;Q1-2024;كوريا الجنوبية
505;1,000;8712;2,024;Q1-2024;تركيا
93,442;8,600;6109;2,024;Q1-2024;جنوب افريقيا
14,807;100;8414;2,024;Q1-2024;نيوزيلاندا
80,997;2,630;6108;2,024;Q1-2024;اثيوبيا
306;5;8518;2,024;Q1-2024;البرازيل
11,039,493;811,838;3923;2,024;Q1-2024;ليبيا
823,688;191,000;1511;2,024;Q1-2024;فلسطين
2,065;13;8537;2,024;Q1-2024;النمسا
39,744;7,360;2931;2,024;Q1-2024;عمان
7,800;200;0802;2,024;Q1-2024;السودان
187,500;7,580;8455;2,024;Q1-2024;الكويت
25,841;2,983;2102;2,024;Q1-2024;أمريكا
52,392;12,875;2840;2,024;Q1-2024;اليونان
37,815;4,735;7229;2,024;Q1-2024;الإمارات
790;4,700;3903;2,024;Q1-2024;أريتريا
244,629;104,118;2009;2,024;Q1-2024;مصر
17,500;1,700;0101;2,024;Q1-2024;عمان
587,435;44,708;7604;2,024;Q1-2024;الأردن
68,100;2,655;0101;2,024;Q1-2024;اليمن
476,571;303,156;4805;2,024;Q1-2024;المملكة المتحدة
1,126,366;139,661;3906;2,024;Q1-2024;البحرين
4,860;360;4006;2,024;Q1-2024;قطر
15,000;4,000;0705;2,024;Q1-2024;الإمارات
6,744,753;1,714,278;3920;2,024;Q1-2024;البرازيل
9,222;108;1102;2,024;Q1-2024;البحرين
89,770;1,200;9506;2,024;Q1-2024;جنوب افريقيا
664,696;78,891;3920;2,024;Q1-2024;نيجيريا
409,551;281,813;9801;2,024;Q1-2024;تشاد
12,504;55;8532;2,024;Q1-2024;البحرين
3,016,984;636,500;3906;2,024;Q1-2024;بلجيكا
449,955;381,150;4415;2,024;Q1-2024;إسبانيا
1,553;400;2805;2,024;Q1-2024;السودان
171,086;2,309;7307;2,024;Q1-2024;كوريا الجنوبية
357;1,284;4415;2,024;Q1-2024;سيشلس
40,000;8,000;8416;2,024;Q1-2024;عمان
375;1,000;8414;2,024;Q1-2024;سوريا
22,897;1,137;5705;2,024;Q1-2024;البحرين
3,537,373;860,834;7610;2,024;Q1-2024;العراق
63,965,874;4,952,775;0207;2,024;Q1-2024;الإمارات
224,447;22,589;7508;2,024;Q1-2024;اليمن
32,678,578;3,402,144;5603;2,024;Q1-2024;أمريكا
2,423;61;8466;2,024;Q1-2024;إيطاليا
120,256;5,152;8506;2,024;Q1-2024;قطر
1,478,719;139,026;3921;2,024;Q1-2024;البحرين
29,074,058;4,511,591;3917;2,024;Q1-2024;اليمن
371,028;469,930;6810;2,024;Q1-2024;قطر
296,980;41,454;2827;2,024;Q1-2024;الإمارات
272,312;26,460;1905;2,024;Q1-2024;فرنسا
5,359,999;9,375;8517;2,024;Q1-2024;أمريكا
101,129,821;14,891,608;7304;2,024;Q1-2024;الإمارات
4,025;250;8518;2,024;Q1-2024;نيجيريا
24,000;2,000;8437;2,024;Q1-2024;اليمن
31,350;475;8212;2,024;Q1-2024;العراق
801,760;100,106;7601;2,024;Q1-2024;إسبانيا
62,620;21,842;2202;2,024;Q1-2024;سيشلس
241,500;64,925;7005;2,024;Q1-2024;لبنان
59,494;8,250;7419;2,024;Q1-2024;البحرين
606;165;9802;2,024;Q1-2024;البحرين
432,579;22,605;1806;2,024;Q1-2024;تركيا
305,695;4,150;1301;2,024;Q1-2024;اليمن
4,918,497;243,580;8412;2,024;Q1-2024;عمان
133,091;132,460;0807;2,024;Q1-2024;البحرين
25,718,193;5,265,220;0403;2,024;Q1-2024;البحرين
77,986,658;18,322,250;3902;2,024;Q1-2024;كينيا
78,750;275,000;2523;2,024;Q1-2024;قطر
103,530,561;47,433,691;0804;2,024;Q1-2024;اليمن
21,155,391;1,859,975;7606;2,024;Q1-2024;سويسرا
269,572;4,818;9605;2,024;Q1-2024;الصين الشعبية
1,021,359;90,521;9801;2,024;Q1-2024;قطر
1,567,299;125,610;7608;2,024;Q1-2024;اليمن
40,500;13,500;0806;2,024;Q1-2024;اليمن
2,461,027;157,343;0403;2,024;Q1-2024;العراق
100;20;7321;2,024;Q1-2024;الصين الشعبية
4,277,614;1,255,500;3901;2,024;Q1-2024;تشيلي
1,413,876;3,356;9007;2,024;Q1-2024;هولندا
3,560;1,500;1302;2,024;Q1-2024;ماليزيا
2,000;300;6802;2,024;Q1-2024;عمان
7,074;1,079;3905;2,024;Q1-2024;البحرين
680,709;67,167;4011;2,024;Q1-2024;الصين الشعبية
2,742,308;482,077;3809;2,024;Q1-2024;البحرين
901,811;2,539;9032;2,024;Q1-2024;البحرين
53,400;3,600;3912;2,024;Q1-2024;الأردن
1,798,622;52,584;4602;2,024;Q1-2024;اليمن
750,000;480;8406;2,024;Q1-2024;الإمارات
94,496;38,438;4901;2,024;Q1-2024;أمريكا
5,531,690;182,069;8535;2,024;Q1-2024;الإمارات
6,620,648;3,608,005;9801;2,024;Q1-2024;الهند
7,174,453;207,077;8415;2,024;Q1-2024;عمان
381,229;34,989;6301;2,024;Q1-2024;مصر
96,515;2,030;8711;2,024;Q1-2024;المغرب
156,543;48,542;2103;2,024;Q1-2024;ماليزيا
1,062,575;116,700;8501;2,024;Q1-2024;العراق
906,639;238,691;3405;2,024;Q1-2024;الإمارات
4,446;1,093;8428;2,024;Q1-2024;إيطاليا
35;10;8535;2,024;Q1-2024;المانيا
1,266,913;6,303;9405;2,024;Q1-2024;سنغافوره
358,305;37,503;2009;2,024;Q1-2024;غينيا
35,556;111;8443;2,024;Q1-2024;أمريكا
2,609,974;103,536;6404;2,024;Q1-2024;الصين الشعبية
27,074;10,255;8442;2,024;Q1-2024;البحرين
1,870;600;8462;2,024;Q1-2024;السودان
1,478,103;74,481;6006;2,024;Q1-2024;الكويت
866,465;478,249;7008;2,024;Q1-2024;قطر
7,710,335;1,958,856;0803;2,024;Q1-2024;قطر
258,484;10,372;3922;2,024;Q1-2024;البحرين
5,536,571;900,000;3817;2,024;Q1-2024;اليونان
11,960;486;9031;2,024;Q1-2024;فرنسا
60,287;9,000;0401;2,024;Q1-2024;جنوب السودان
3,350,355;1,026,000;7202;2,024;Q1-2024;إسبانيا
968,348;2,625,140;2503;2,024;Q1-2024;أندونيسيا
118,540;20,235;7013;2,024;Q1-2024;إسبانيا
5,607,957;822,680;3817;2,024;Q1-2024;كينيا
814,464;168,000;3907;2,024;Q1-2024;كينيا
2,113;1,420;5609;2,024;Q1-2024;الكويت
2,676,005;799,000;8904;2,024;Q1-2024;اليونان
9,270;9;9102;2,024;Q1-2024;إيطاليا
266,421;9,580;4012;2,024;Q1-2024;أستراليا
2,676,960;74,000;8501;2,024;Q1-2024;السويد
59,625,047;1,432,547;8108;2,024;Q1-2024;أمريكا
693,445;192,000;6901;2,024;Q1-2024;عمان
4,955;30;9620;2,024;Q1-2024;النمسا
10,312,524;75,162;8709;2,024;Q1-2024;هونج كونج
36,400;6,083;7228;2,024;Q1-2024;جيبوتي
1,357,000;121,243;7610;2,024;Q1-2024;مصر
9,265;7,250;8709;2,024;Q1-2024;الصومال
41,622;160;6110;2,024;Q1-2024;سويسرا
647,788;506,890;7010;2,024;Q1-2024;الكويت
335,564;84,240;3918;2,024;Q1-2024;جنوب افريقيا
1,626,116;1,163;9004;2,024;Q1-2024;إيطاليا
56,873;110;9029;2,024;Q1-2024;الصين الشعبية
1,023,750;600,000;1702;2,024;Q1-2024;موزمبيق
969,544;350;8306;2,024;Q1-2024;البرتغال
44,732;1,228;8441;2,024;Q1-2024;الإمارات
370,089;44,527;4008;2,024;Q1-2024;البحرين
16,000;1,000;6804;2,024;Q1-2024;السودان
64,120,855;1,943;9703;2,024;Q1-2024;فرنسا
73,442;59,284;3923;2,024;Q1-2024;الدنمارك
70,510;100;9032;2,024;Q1-2024;نيوزيلاندا
26,554;1,896;0402;2,024;Q1-2024;تونس
110,250;115,300;0705;2,024;Q1-2024;الكويت
3,527,676;1,074,780;7602;2,024;Q1-2024;باكستان
88,952;15,385;7323;2,024;Q1-2024;اليمن
17,280,083;80,965;3303;2,024;Q1-2024;سنغافوره
33,054;316;8539;2,024;Q1-2024;إسبانيا
4,112,972;634,086;7602;2,024;Q1-2024;تايلاند
492,500;162,764;8426;2,024;Q1-2024;عمان
46,842;9,616;8539;2,024;Q1-2024;عمان
10,146,584;1,864,505;3920;2,024;Q1-2024;اليونان
1,252;170;3303;2,024;Q1-2024;إيطاليا
8,413;122;8607;2,024;Q1-2024;فنلندا
286,707;8,172;6110;2,024;Q1-2024;ليبيا
30,750;5,000;7314;2,024;Q1-2024;موزمبيق
980;1;8529;2,024;Q1-2024;هولندا
7,590;430;8450;2,024;Q1-2024;البحرين
3,262;460;6805;2,024;Q1-2024;مصر
1,049;58;4901;2,024;Q1-2024;بولندا (بولونيا)
211,149;186;3004;2,024;Q1-2024;كينيا
28,557,958;6,994,485;2910;2,024;Q1-2024;تايوان
4,380;600;4011;2,024;Q1-2024;قطر
363,486;48,294;3920;2,024;Q1-2024;جيبوتي
182,000;14,000;2823;2,024;Q1-2024;البحرين
173,430;19,868;8419;2,024;Q1-2024;الكويت
357,398;200,000;3104;2,024;Q1-2024;البحرين
2,362,664;234,000;2817;2,024;Q1-2024;مصر
5,460;2,200;8208;2,024;Q1-2024;الأردن
131,961;81,760;6811;2,024;Q1-2024;رومانيا
2,121;6,500;8417;2,024;Q1-2024;جامبيا
146,235;22,500;4002;2,024;Q1-2024;أستراليا
6,393,111;49,500,000;2523;2,024;Q1-2024;كينيا
2,000;700;2104;2,024;Q1-2024;غانا
298,800;960,000;2518;2,024;Q1-2024;البحرين
18,749,873;7,028,348;2005;2,024;Q1-2024;اليمن
3,607,528;647,757;5503;2,024;Q1-2024;بلجيكا
40,142,297;17,910,594;2202;2,024;Q1-2024;عمان
603,264;814,711;6808;2,024;Q1-2024;البحرين
420,810;23,250;8707;2,024;Q1-2024;قطر
461,708;46,415;9404;2,024;Q1-2024;عمان
21,422,299;7,000,037;1701;2,024;Q1-2024;كينيا
182,869;15,000;7903;2,024;Q1-2024;عمان
75,600;40,500;9401;2,024;Q1-2024;أريتريا
1,117,882;7,417;7412;2,024;Q1-2024;الإمارات
669;502;8515;2,024;Q1-2024;أمريكا
28,359;200;8302;2,024;Q1-2024;إيطاليا
149,625;79,000;4409;2,024;Q1-2024;الأردن
246,445;65,766;3902;2,024;Q1-2024;البحرين
230,536;3,330;8414;2,024;Q1-2024;الكويت
122,264,124;22,970,940;3907;2,024;Q1-2024;الهند
684,183;156,000;0304;2,024;Q1-2024;فيتنام
244;183;2508;2,024;Q1-2024;المملكة المتحدة
665,850;44,985;8459;2,024;Q1-2024;الإمارات
2,210,452;109,837;8516;2,024;Q1-2024;البحرين
633,250;78,350;0304;2,024;Q1-2024;الإمارات
20,844;371;2404;2,024;Q1-2024;أمريكا
2,998,125;1,300,000;2912;2,024;Q1-2024;الصين الشعبية
1,650;10;8541;2,024;Q1-2024;السودان
57,659,106;13,172,124;3907;2,024;Q1-2024;سنغافوره
21,720,919;26,934,877;6810;2,024;Q1-2024;اليمن
572,754;17,179;8421;2,024;Q1-2024;قطر
300,998;32,625;5407;2,024;Q1-2024;كوريا الجنوبية
90,600;5,000;8704;2,024;Q1-2024;جامبيا
695,982;43,974;7605;2,024;Q1-2024;لبنان
102,841;5,473;8423;2,024;Q1-2024;الإمارات
1,575;8;8466;2,024;Q1-2024;كندا
1,120,706;29,560;8430;2,024;Q1-2024;عمان
60,521,950;15,270,696;3902;2,024;Q1-2024;تنزانيا
37,487;3,246;5512;2,024;Q1-2024;الإمارات
505,724,033;120,173,981;3901;2,024;Q1-2024;مصر
11,575,990;1,293,791;2106;2,024;Q1-2024;الكويت
270,193,331;55,961,174;3901;2,024;Q1-2024;ماليزيا
46,750,907;11,280,999;3902;2,024;Q1-2024;السويد
52,323,330;12,120,290;3902;2,024;Q1-2024;اليونان
1,412,137;3,572;9015;2,024;Q1-2024;روسيا
2,329,048;805,221;1516;2,024;Q1-2024;الإمارات
23,671,241;7,226,475;3901;2,024;Q1-2024;لبنان
5,625;242;9701;2,024;Q1-2024;إيطاليا
1,000;500;9007;2,024;Q1-2024;البحرين
194,636;6,600;8425;2,024;Q1-2024;أندونيسيا
18,000;29,000;4013;2,024;Q1-2024;ساحل العاج(كوتديفوار
170,466;3,292;4411;2,024;Q1-2024;بلجيكا
439,637;455;3301;2,024;Q1-2024;البحرين
22,788,142;1,503,760;2917;2,024;Q1-2024;الإمارات
21,701,922;3,140,099;7602;2,024;Q1-2024;الإمارات
129,615;1,335;9701;2,024;Q1-2024;الكويت
2,578,135;216,262;1806;2,024;Q1-2024;الهند
268,293;3,842;8607;2,024;Q1-2024;المانيا
13,155;2,000;6302;2,024;Q1-2024;السودان
50,253;672;8442;2,024;Q1-2024;إيطاليا
771,480;279;7106;2,024;Q1-2024;الهند
22,082;500;0902;2,024;Q1-2024;أمريكا
1,400;1,000;9404;2,024;Q1-2024;جزر القمر
22,604;4,505;9024;2,024;Q1-2024;اليابان
16,070;6,200;4016;2,024;Q1-2024;اليمن
2,363,944;307,615;6305;2,024;Q1-2024;المانيا
943,565;71,496;0804;2,024;Q1-2024;مالديف
8,799,599;1,067,585;7601;2,024;Q1-2024;هولندا
8,819,764;706,398;3923;2,024;Q1-2024;مصر
47,565;30;7806;2,024;Q1-2024;مصر
173,795;48,862;1108;2,024;Q1-2024;البحرين
1,472;215;3905;2,024;Q1-2024;إيطاليا
35,006;6,263;0804;2,024;Q1-2024;رواندا
471,170;132,000;1106;2,024;Q1-2024;عمان
131,548;492;8711;2,024;Q1-2024;جنوب افريقيا
420,989;2,954;6101;2,024;Q1-2024;الإمارات
2,147;600;7318;2,024;Q1-2024;فيتنام
191,151;1,641;0802;2,024;Q1-2024;إيطاليا
410;41;5515;2,024;Q1-2024;قطر
42,811;7,965;9403;2,024;Q1-2024;البوسنة والهرسك
77,170;500;8510;2,024;Q1-2024;الكويت
54,395;1,930;8415;2,024;Q1-2024;الهند
325,705;2,481;8462;2,024;Q1-2024;قطر
379,160;111,334;2105;2,024;Q1-2024;الإمارات
1,372,807;34,501;4821;2,024;Q1-2024;البحرين
1,962,499;13,284;9023;2,024;Q1-2024;ماليزيا
24,587;258;8439;2,024;Q1-2024;إيطاليا
94,392;3,767;1604;2,024;Q1-2024;البحرين
20,054;3,000;8485;2,024;Q1-2024;السودان
600,875;505;4203;2,024;Q1-2024;إسبانيا
63,447;13,640;2907;2,024;Q1-2024;مصر
90,000;1,880;1106;2,024;Q1-2024;إسبانيا
10,163;1,570;7303;2,024;Q1-2024;أمريكا
252;3;9031;2,024;Q1-2024;هولندا
166,288;1,447;3303;2,024;Q1-2024;البوسنة والهرسك
31,050;1,000;2106;2,024;Q1-2024;غينيا
91,274;380;6208;2,024;Q1-2024;جورجيا
2,442,863;527,000;1507;2,024;Q1-2024;الإمارات
6,696,000;144,000;8108;2,024;Q1-2024;إيطاليا
55,524;14,559;2009;2,024;Q1-2024;الصين الشعبية
4,000;525;8407;2,024;Q1-2024;عمان
155,176;154,000;1516;2,024;Q1-2024;باكستان
200;65;3204;2,024;Q1-2024;الهند
72,003,553;3,742,834;0406;2,024;Q1-2024;الكويت
102,472,352;3,690,820;7404;2,024;Q1-2024;اليابان
16,877,796;405,733;8431;2,024;Q1-2024;البحرين
54,424;1,165;6117;2,024;Q1-2024;البحرين
6,675,405;1,486,451;3904;2,024;Q1-2024;الكويت
200;100;6215;2,024;Q1-2024;الكويت
14,516,107;2,789;8517;2,024;Q1-2024;الكويت
59,837;32,460;3921;2,024;Q1-2024;فرنسا
1,652;10;7413;2,024;Q1-2024;النمسا
731,826;72,480;7508;2,024;Q1-2024;عمان
3,300;66,000;4403;2,024;Q1-2024;اليمن
2,517,100;193,000;8430;2,024;Q1-2024;مصر
385;12;8506;2,024;Q1-2024;النمسا
857,165;27,705;8306;2,024;Q1-2024;الإمارات
256,418;7,508;1605;2,024;Q1-2024;الكويت
484,771;14,110;8421;2,024;Q1-2024;العراق
140,587;2,401;8215;2,024;Q1-2024;الإمارات
18,000;16,947;8428;2,024;Q1-2024;الأردن
19,601;302;7601;2,024;Q1-2024;عمان
10,153,759;1,261,546;7601;2,024;Q1-2024;إيطاليا
187,124;2,450;8307;2,024;Q1-2024;الإمارات
7,222,831;843,448;3305;2,024;Q1-2024;المغرب
497,171;24,570;8541;2,024;Q1-2024;سيرنام
32,708;29,611;4012;2,024;Q1-2024;تركيا
83,609;496;8537;2,024;Q1-2024;المملكة المتحدة
52,163;10,375;2917;2,024;Q1-2024;قطر
7,102;99;8418;2,024;Q1-2024;فرنسا
2,431;143;8208;2,024;Q1-2024;الإمارات
581;110;9802;2,024;Q1-2024;الأردن
983,606;2,061;9027;2,024;Q1-2024;أمريكا
98,413;11,421;7217;2,024;Q1-2024;الإمارات
540,431;45,171;4819;2,024;Q1-2024;موريتانيا
396,840;500;6812;2,024;Q1-2024;هولندا
22,168,432;5,503,394;3906;2,024;Q1-2024;مصر
333,181,156;82,523,114;3901;2,024;Q1-2024;الجزائر
233,247;62,171;7314;2,024;Q1-2024;البحرين
21,519,275;5,002,120;3901;2,024;Q1-2024;العراق
783,849;18,299;4420;2,024;Q1-2024;قطر
312,183;37,783;3809;2,024;Q1-2024;عمان
584,863;525,363;2201;2,024;Q1-2024;الإمارات
862,135;272,250;3901;2,024;Q1-2024;مالطة
776,214;119,494;0403;2,024;Q1-2024;فلسطين
489,005;7,644;8419;2,024;Q1-2024;قطر
2,483,442;69,734;7403;2,024;Q1-2024;مصر
4,085;303;9618;2,024;Q1-2024;البحرين
11,952,809;211,478;1806;2,024;Q1-2024;الكويت
5,989;1,000;7004;2,024;Q1-2024;السودان
22,091;11,008;3918;2,024;Q1-2024;إيطاليا
355,805;55,105;8413;2,024;Q1-2024;عمان
3,538,909;15,099;8536;2,024;Q1-2024;سنغافوره
148,238;202;8536;2,024;Q1-2024;سويسرا
7,348;850;3917;2,024;Q1-2024;كوستاريكا
1,994,776;19,898;8207;2,024;Q1-2024;عمان
33,860;270;4807;2,024;Q1-2024;مصر
1,145,921;1,761;9032;2,024;Q1-2024;الكويت
14,795,529;6,467,940;6309;2,024;Q1-2024;كونغو
14,750,227;7,885,000;6309;2,024;Q1-2024;الإمارات
102,788;80,600;0702;2,024;Q1-2024;مصر
21,133;178;0106;2,024;Q1-2024;جنوب افريقيا
5,906,469;327,583;8535;2,024;Q1-2024;الكويت
19,996;830;6115;2,024;Q1-2024;الكويت
1,417,855;64,580;8609;2,024;Q1-2024;أمريكا
164,440;14,536;9801;2,024;Q1-2024;النمسا
31,667;940;2106;2,024;Q1-2024;ماليزيا
26;7;8503;2,024;Q1-2024;مصر
510;10;9102;2,024;Q1-2024;أمريكا
117,580;1,210,900;2520;2,024;Q1-2024;البحرين
543;68;6307;2,024;Q1-2024;فرنسا
2,250;2,000;0804;2,024;Q1-2024;مالطة
984;59;8443;2,024;Q1-2024;السودان
3,975,908;135,242;8007;2,024;Q1-2024;عمان
2,985,103;260,227;1905;2,024;Q1-2024;لبنان
1,972,975;30,100;0908;2,024;Q1-2024;اليمن
44,290;3,025;4823;2,024;Q1-2024;المملكة المتحدة
30,831;4,415;8481;2,024;Q1-2024;إسبانيا
80,499;595;7308;2,024;Q1-2024;ليبيا
8,495;434;6603;2,024;Q1-2024;الإمارات
8,229;50;7308;2,024;Q1-2024;البرازيل
112,055;11,014;7225;2,024;Q1-2024;الإمارات
244,226;31,081;7007;2,024;Q1-2024;الكويت
43,419;25,730;7212;2,024;Q1-2024;بنغلادش
213,689;21,089;3301;2,024;Q1-2024;اليمن
90,250;2,375;1804;2,024;Q1-2024;عمان
391;15;8439;2,024;Q1-2024;عمان
375;445;8523;2,024;Q1-2024;الأردن
159,173;13,808;1905;2,024;Q1-2024;الدنمارك
54,001;9,000;0401;2,024;Q1-2024;مالديف
18,343;268;7010;2,024;Q1-2024;قطر
853,474;1,227,035;2828;2,024;Q1-2024;البحرين
2,584,066;437,678;0402;2,024;Q1-2024;فلسطين
295,756;39,304;4418;2,024;Q1-2024;قطر
50,232,643;5,598,000;2929;2,024;Q1-2024;بلجيكا
3,638,770;568,587;7304;2,024;Q1-2024;مصر
55,918;5,070;1704;2,024;Q1-2024;ماليزيا
15,002;4,661;4812;2,024;Q1-2024;البحرين
78,195;5,200;2828;2,024;Q1-2024;الإمارات
179,371;141;8412;2,024;Q1-2024;إيطاليا
96,120;540;8501;2,024;Q1-2024;أندونيسيا
1,235;1,133;7010;2,024;Q1-2024;المانيا
789,059;406,700;8426;2,024;Q1-2024;البرتغال
14,150;2,000;7907;2,024;Q1-2024;كندا
4,963;153;8532;2,024;Q1-2024;كولومبيا
20,416;1,597;3921;2,024;Q1-2024;مالي
48,225;25;6110;2,024;Q1-2024;فرنسا
342,809;760;6815;2,024;Q1-2024;إيطاليا
252,917;23,000;7205;2,024;Q1-2024;السودان
3,647,662;13,777;8411;2,024;Q1-2024;العراق
322,107;3,627;8411;2,024;Q1-2024;مكسيك
1,000;500;7616;2,024;Q1-2024;أريتريا
160,210;52,500;8205;2,024;Q1-2024;العراق
604,265;345,000;2519;2,024;Q1-2024;إسبانيا
119;23;8544;2,024;Q1-2024;رومانيا
107;23;7616;2,024;Q1-2024;رومانيا
1,900;6,200;8518;2,024;Q1-2024;السنيغال
11,383;41;8907;2,024;Q1-2024;فرنسا
203,645;734;9015;2,024;Q1-2024;تركيا
97,505;16,468;0202;2,024;Q1-2024;اليمن
3,537,985;673,919;3920;2,024;Q1-2024;جواتيمالا
418,848;250,736;2832;2,024;Q1-2024;الإمارات
41,416;120;5704;2,024;Q1-2024;إسبانيا
599,700;22,829;1206;2,024;Q1-2024;البحرين
5,273;400;7020;2,024;Q1-2024;أمريكا
760;240;6909;2,024;Q1-2024;الأردن
3,924;7;8471;2,024;Q1-2024;نيوزيلاندا
207;210;4901;2,024;Q1-2024;الصين الشعبية
8,455;1;9102;2,024;Q1-2024;هولندا
12,875;732;9801;2,024;Q1-2024;البرتغال
3,383,750;695,403;3920;2,024;Q1-2024;البرتغال
67,899;2,000;8426;2,024;Q1-2024;بلجيكا
514;15;9801;2,024;Q1-2024;تركمانستان
200,723;47,760;3903;2,024;Q1-2024;إسبانيا
3,314;805;8546;2,024;Q1-2024;بلجيكا
173,761;39,945;7210;2,024;Q1-2024;مالديف
500;100;2104;2,024;Q1-2024;الصين الشعبية
56,699,786;1,274,026;8431;2,024;Q1-2024;الإمارات
2,137,992;71,492;8207;2,024;Q1-2024;البحرين
1,332,515;145,339;7019;2,024;Q1-2024;أمريكا
16,117,504;258,044;8502;2,024;Q1-2024;سنغافوره
4,979,841;218,328;7019;2,024;Q1-2024;عمان
11,732,614;1,500,406;5407;2,024;Q1-2024;بلجيكا
659,787;16,757;4009;2,024;Q1-2024;البحرين
6,680,949;779,458;1902;2,024;Q1-2024;البحرين
3,954;175;9802;2,024;Q1-2024;الكويت
6,440;6,400;1701;2,024;Q1-2024;الكاميرون
4,819,132;731,315;9802;2,024;Q1-2024;مصر
